134,-14.4916,-10.0924,-14.5999,-10.3934,-15.0154,-10.7572,-15.3415,-11.0265,-15.6686,-11.2644,-16.1505,-11.6506,-16.469,-11.917,-16.7986,-12.1467,-17.1194,-12.4058,-17.6004,-12.7925,-17.9331,-13.0089,-18.4748,-13.246,-14.4916,-10.0924,-14.3656,-10.795,-14.8174,-11.2952,-15.1552,-11.5762,-15.5032,-11.8222,-16.0048,-12.2579,-16.3522,-12.5061,-16.6944,-12.7708,-17.0419,-13.0172,-17.5742,-13.3449,-17.9565,-13.4424,-18.4748,-13.246,-18.2609,-12.7608,-17.9498,-12.4809,-17.5209,-12.0417,-17.2237,-11.7815,-16.9142,-11.5621,-16.6091,-11.3275,-16.1621,-10.9421,-15.8517,-10.7257,-15.553,-10.4711,-15.0648,-10.2518,-16.316,11.7775,-0.663883,188,30592,5.16554,1.12192,11.6618,0,0.176471
135,-14.6387,-10.2903,-14.8275,-10.5446,-15.1832,-10.9443,-15.5151,-11.1729,-15.8582,-11.397,-16.1812,-11.6816,-16.51,-11.9476,-17.0171,-12.2987,-17.3453,-12.5662,-17.6663,-12.8549,-18.0091,-13.0935,-18.4889,-13.4224,-14.6387,-10.2903,-14.6058,-10.9858,-15.0087,-11.4803,-15.3682,-11.7236,-15.7088,-11.9878,-16.0376,-12.2897,-16.3896,-12.5133,-16.9092,-12.8775,-17.2477,-13.1485,-17.6024,-13.3604,-17.9684,-13.5431,-18.4889,-13.4224,-18.3762,-12.8971,-18.0702,-12.5923,-17.7601,-12.2869,-17.4556,-11.9795,-16.9722,-11.6029,-16.6473,-11.3598,-16.3376,-11.0684,-16.0099,-10.8322,-15.6666,-10.6517,-15.2496,-10.4031,-16.4537,11.8879,-0.667144,181,30249,4.9999,1.11381,11.4122,0,0.176471
136,-14.8125,-10.4118,-14.9493,-10.6957,-15.3961,-11.0664,-15.7382,-11.3134,-16.062,-11.6004,-16.3948,-11.8566,-16.7317,-12.1014,-17.0683,-12.3416,-17.5655,-12.7353,-17.9082,-12.9793,-18.2173,-13.2385,-18.6574,-13.6203,-14.8125,-10.4118,-14.7159,-11.1479,-15.1962,-11.5491,-15.5372,-11.81,-15.8521,-12.1539,-16.1843,-12.4452,-16.5433,-12.6401,-16.8949,-12.8626,-17.4023,-13.2699,-17.7599,-13.4713,-18.1215,-13.6646,-18.6574,-13.6203,-18.6009,-13.0685,-18.3704,-12.7317,-18.0691,-12.4533,-17.5676,-12.1016,-17.262,-11.786,-16.9409,-11.5177,-16.6036,-11.3063,-16.2724,-11.0744,-15.9416,-10.8391,-15.44,-10.4933,-16.6464,12.0305,-0.657252,185,30008,5.04767,1.19693,11.6618,0,0.176471
137,-14.9989,-10.4454,-15.0663,-10.7335,-15.4668,-11.1429,-15.7984,-11.3814,-16.1253,-11.6393,-16.6103,-12.0425,-16.9428,-12.281,-17.2699,-12.5366,-17.6095,-12.7722,-18.0583,-13.1622,-18.3682,-13.413,-18.8419,-13.7968,-14.9989,-10.4454,-14.7417,-11.136,-15.1657,-11.5994,-15.5296,-11.8344,-15.8546,-12.1539,-16.3623,-12.5701,-16.7208,-12.7766,-17.0635,-13.0393,-17.4049,-13.3076,-17.9454,-13.6,-18.3074,-13.8019,-18.8419,-13.7968,-18.7402,-13.2723,-18.48,-12.9606,-18.1275,-12.5029,-17.8075,-12.2764,-17.4933,-12.035,-17.1905,-11.7558,-16.7116,-11.4174,-16.4007,-11.1642,-16.0832,-10.9331,-15.6061,-10.5948,-16.747,12.1326,-0.664417,189,30227,5.17315,1.16147,11.9113,0,0.176471
138,-14.9996,-10.6432,-15.2588,-11.0165,-15.5574,-11.245,-15.904,-11.4511,-16.2178,-11.7404,-16.7081,-12.112,-17.0409,-12.3381,-17.3623,-12.6037,-17.6967,-12.8468,-18.1497,-13.2015,-18.453,-13.4562,-18.963,-13.7754,-14.9996,-10.6432,-15.0222,-11.4886,-15.3785,-11.7293,-15.7152,-11.996,-16.0348,-12.3185,-16.5514,-12.6816,-16.8967,-12.9192,-17.2402,-13.1655,-17.5773,-13.4328,-18.1183,-13.6996,-18.4838,-13.8865,-18.963,-13.7754,-18.7263,-13.2772,-18.4831,-12.9626,-18.1313,-12.5068,-17.8138,-12.2807,-17.5006,-12.0413,-17.1996,-11.7625,-16.7231,-11.4253,-16.4154,-11.168,-16.0899,-10.9583,-15.7692,-10.7717,-16.8357,12.21,-0.656805,184,29858,5.09238,1.12765,11.7651,0,0.176471
139,-15.013,-10.7326,-15.1737,-11.0065,-15.6853,-11.311,-16.0313,-11.5527,-16.3581,-11.8563,-16.7014,-12.107,-17.0473,-12.347,-17.5654,-12.7206,-17.889,-13.0006,-18.1919,-13.2558,-18.5035,-13.5266,-18.9977,-13.9733,-15.013,-10.7326,-14.9933,-11.4603,-15.5236,-11.8297,-15.85,-12.1489,-16.1847,-12.4431,-16.5379,-12.674,-16.8887,-12.9121,-17.4047,-13.3074,-17.761,-13.5241,-18.1278,-13.6971,-18.4833,-13.9312,-18.9977,-13.9733,-18.8345,-13.4173,-18.5807,-13.0793,-18.3153,-12.7412,-18.067,-12.4095,-17.5482,-12.0353,-17.2096,-11.7845,-16.873,-11.5265,-16.5331,-11.28,-16.1992,-11.0137,-15.6611,-10.7477,-16.9021,12.2652,-0.656904,185,29666,5.17826,1.14624,11.9113,0,0.176471
140,-15.1555,-10.8197,-15.32,-11.0471,-15.7183,-11.4098,-16.0606,-11.6016,-16.3979,-11.8612,-16.9058,-12.2353,-17.2412,-12.4933,-17.5864,-12.7321,-17.8777,-13.0251,-18.1827,-13.3,-18.5005,-13.5751,-18.9977,-13.9733,-15.1555,-10.8197,-15.0398,-11.4969,-15.536,-11.9017,-15.8831,-12.1415,-16.2201,-12.416,-16.7336,-12.8006,-17.0783,-13.0492,-17.4173,-13.3167,-17.7641,-13.5571,-18.1156,-13.781,-18.4769,-13.9751,-18.9977,-13.9733,-18.8475,-13.4234,-18.5773,-13.097,-18.2853,-12.7747,-18.0507,-12.4415,-17.7564,-12.1715,-17.4097,-11.9416,-16.915,-11.5542,-16.5737,-11.3182,-16.2413,-11.1008,-15.8658,-10.829,-16.9548,12.3159,-0.662983,181,29478,4.99448,1.10914,11.6618,0,0.176471
141,-15.1761,-10.8197,-15.3522,-11.0526,-15.7435,-11.3973,-16.0797,-11.6041,-16.4135,-11.8733,-16.7538,-12.1154,-17.2569,-12.5004,-17.5986,-12.7505,-17.8857,-13.0559,-18.1915,-13.3229,-18.5101,-13.5946,-18.9977,-13.9519,-15.1761,-10.8197,-15.0828,-11.4972,-15.5792,-11.8794,-15.9066,-12.1831,-16.2504,-12.4373,-16.5979,-12.6782,-17.1098,-13.0715,-17.4383,-13.3744,-17.7843,-13.6189,-18.1459,-13.8045,-18.4983,-14.038,-18.9977,-13.9519,-18.8415,-13.4161,-18.5723,-13.091,-18.2819,-12.7697,-18.0482,-12.4382,-17.754,-12.17,-17.2435,-11.8158,-16.9161,-11.555,-16.576,-11.32,-16.2449,-11.1024,-15.8697,-10.8325,-16.988,12.3422,-0.674372,181,29315,4.96808,1.11732,11.5156,0,0.176471
142,-15.047,-10.9855,-15.3156,-11.1566,-15.7974,-11.4654,-16.1504,-11.6831,-16.4881,-11.9543,-16.8338,-12.1976,-17.175,-12.4566,-17.5104,-12.7345,-17.8338,-13.0504,-18.1701,-13.3263,-18.4993,-13.6079,-18.9977,-13.9519,-15.047,-10.9855,-15.2107,-11.6755,-15.742,-12.0417,-16.0798,-12.3142,-16.4266,-12.5568,-16.7651,-12.8272,-17.1111,-13.0725,-17.4412,-13.3697,-17.7817,-13.6333,-18.1352,-13.8514,-18.4894,-14.0745,-18.9977,-13.9519,-18.8297,-13.4011,-18.5565,-13.0648,-18.2194,-12.7493,-17.9,-12.4246,-17.578,-12.1066,-17.2402,-11.8387,-16.8943,-11.5983,-16.5603,-11.3188,-16.2033,-11.1022,-15.7068,-10.8406,-16.9873,12.377,-0.671799,176,29494,4.95614,1.1053,11.4122,0,0.176471
143,-15.047,-10.9855,-15.3056,-11.139,-15.7619,-11.4382,-16.1032,-11.653,-16.4243,-11.9316,-16.7572,-12.1713,-17.2513,-12.5484,-17.5736,-12.8221,-17.8886,-13.1189,-18.2138,-13.4061,-18.5174,-13.6664,-18.8892,-14.139,-15.047,-10.9855,-15.1696,-11.6369,-15.6593,-11.9829,-15.9697,-12.2498,-16.2826,-12.5093,-16.6058,-12.7351,-17.0825,-13.1004,-17.4023,-13.3379,-17.7047,-13.6307,-18.0336,-13.8347,-18.3667,-14.023,-18.8892,-14.139,-18.9637,-13.5773,-18.6975,-13.2382,-18.3872,-12.9134,-18.0632,-12.5932,-17.7442,-12.2646,-17.2434,-11.8411,-16.897,-11.6001,-16.5624,-11.3205,-16.2051,-11.1031,-15.7076,-10.8408,-16.9971,12.4,-0.677471,180,29233,5.00833,1.10217,11.5584,0,0.176471
144,-15.1681,-10.9305,-15.3635,-11.1613,-15.8585,-11.5012,-16.2069,-11.7579,-16.5455,-12.0374,-16.8988,-12.267,-17.2356,-12.5536,-17.5703,-12.846,-17.9073,-13.1301,-18.247,-13.4297,-18.5632,-13.7117,-19.0103,-14.1497,-15.1681,-10.9305,-15.1828,-11.6492,-15.7151,-12.0258,-16.0485,-12.3294,-16.3968,-12.5846,-16.7427,-12.8479,-17.0766,-13.1497,-17.4267,-13.399,-17.7702,-13.6697,-18.1219,-13.9118,-18.476,-14.1593,-19.0103,-14.1497,-18.9398,-13.5731,-18.6891,-13.2277,-18.3746,-12.9022,-18.0501,-12.5801,-17.7294,-12.2498,-17.3979,-11.953,-17.0498,-11.7113,-16.6962,-11.4914,-16.3524,-11.2297,-15.8414,-10.89,-17.0401,12.448,-0.683012,182,29597,5.02962,1.11177,11.5584,0,0.176471
145,-15.3598,-10.7983,-15.4013,-11.085,-15.8061,-11.4966,-16.1504,-11.7344,-16.4831,-11.9821,-16.8145,-12.2326,-17.1462,-12.4847,-17.6293,-12.9085,-17.9546,-13.1784,-18.2789,-13.4672,-18.5811,-13.7376,-19.0103,-14.1497,-15.3598,-10.7983,-15.0382,-11.4876,-15.5198,-11.9381,-15.8713,-12.1867,-16.2062,-12.4881,-16.5522,-12.7539,-16.9052,-12.9959,-17.4234,-13.3969,-17.7678,-13.6674,-18.1201,-13.9107,-18.4749,-14.1584,-19.0103,-14.1497,-18.9634,-13.6139,-18.7423,-13.2919,-18.4708,-12.9849,-18.1609,-12.6903,-17.7154,-12.2359,-17.4089,-11.9622,-17.0888,-11.7338,-16.7586,-11.5429,-16.4453,-11.2922,-15.9657,-10.9512,-17.0285,12.4469,-0.679847,184,29771,5.04206,1.16655,11.5584,0,0.176471
146,-15.1681,-10.9305,-15.356,-11.1518,-15.8344,-11.4842,-16.1766,-11.7325,-16.5061,-12.0106,-16.8526,-12.2312,-17.1843,-12.5028,-17.6608,-12.9768,-17.988,-13.2616,-18.3213,-13.5247,-18.6173,-13.8187,-19.0118,-14.2391,-15.1681,-10.9305,-15.1623,-11.6295,-15.6744,-11.9945,-15.9988,-12.2803,-16.3311,-12.5405,-16.6702,-12.7787,-16.9803,-13.108,-17.4668,-13.5381,-17.8117,-13.7542,-18.1483,-13.9996,-18.4992,-14.206,-19.0118,-14.2391,-18.9984,-13.7074,-18.7949,-13.3553,-18.5143,-13.0234,-18.1796,-12.709,-17.7026,-12.2233,-17.3736,-11.9331,-17.028,-11.6991,-16.6797,-11.4767,-16.3384,-11.2208,-15.8343,-10.8869,-17.0676,12.4869,-0.693042,187,30094,5.09491,1.14216,11.6618,0,0.176471
147,-15.3445,-10.9962,-15.5547,-11.232,-15.9392,-11.5824,-16.2755,-11.7969,-16.6128,-12.0653,-17.1231,-12.4446,-17.4421,-12.765,-17.7662,-13.0703,-18.0999,-13.3414,-18.4396,-13.6177,-18.749,-13.8977,-19.1868,-14.3262,-15.3445,-10.9962,-15.3172,-11.6749,-15.7635,-12.0752,-16.1022,-12.3752,-16.4483,-12.6198,-16.9418,-13.0675,-17.2684,-13.3757,-17.6096,-13.6367,-17.9646,-13.8481,-18.3096,-14.0956,-18.6593,-14.3407,-19.1868,-14.3262,-19.1221,-13.7598,-18.8787,-13.4203,-18.5747,-13.0995,-18.2544,-12.7838,-17.9382,-12.465,-17.6218,-12.1465,-17.1209,-11.7522,-16.7754,-11.5131,-16.438,-11.286,-16.0517,-11.0143,-17.2097,12.5939,-0.699829,186,29920,5.10099,1.14487,11.6618,0,0.176471
148,-15.5275,-10.9962,-15.6601,-11.2491,-16.0579,-11.6441,-16.3873,-11.9028,-16.7304,-12.1475,-17.069,-12.3982,-17.3879,-12.7116,-17.8749,-13.1554,-18.2059,-13.4303,-18.5333,-13.7269,-18.8579,-13.9926,-19.3507,-14.3048,-15.5275,-10.9962,-15.3794,-11.6893,-15.8824,-12.183,-16.2252,-12.4666,-16.5798,-12.7103,-16.9101,-13.0317,-17.241,-13.3528,-17.7658,-13.7427,-18.1127,-14.0119,-18.4638,-14.2669,-18.8316,-14.4738,-19.3507,-14.3048,-19.2,-13.7761,-18.9416,-13.4535,-18.6206,-13.1514,-18.3146,-12.844,-17.8559,-12.3783,-17.5464,-12.0787,-17.2223,-11.8259,-16.8922,-11.5893,-16.5636,-11.3443,-16.1359,-11.1144,-17.3091,12.673,-0.707521,188,30389,5.10266,1.15233,11.7046,0,0.176471
149,-15.5439,-11.1406,-15.7372,-11.3812,-16.2091,-11.7411,-16.5551,-12.0003,-16.8969,-12.2503,-17.2224,-12.5524,-17.5458,-12.862,-18.0411,-13.293,-18.3699,-13.5845,-18.7048,-13.8625,-19.0304,-14.1418,-19.5271,-14.4813,-15.5439,-11.1406,-15.5972,-11.8619,-16.0762,-12.3094,-16.4288,-12.5529,-16.7576,-12.8745,-17.0826,-13.2084,-17.4223,-13.4968,-17.9504,-13.8679,-18.2916,-14.1507,-18.6507,-14.3721,-19.0097,-14.601,-19.5271,-14.4813,-19.3693,-13.9435,-19.1051,-13.6151,-18.7772,-13.3076,-18.4652,-12.9946,-17.9961,-12.5254,-17.6854,-12.2065,-17.3613,-11.929,-17.0262,-11.6879,-16.6955,-11.4329,-16.1751,-11.1417,-17.449,12.7875,-0.710249,188,30590,5.22088,1.16927,11.9541,0,0.176471
150,-15.6975,-11.1726,-15.8793,-11.4396,-16.2928,-11.8077,-16.6327,-12.0504,-17.1244,-12.456,-17.4411,-12.7637,-17.7612,-13.0604,-18.0877,-13.3361,-18.4104,-13.6244,-18.9084,-14.021,-19.2218,-14.3076,-19.7036,-14.6577,-15.6975,-11.1726,-15.6673,-11.8798,-16.0946,-12.3357,-16.4576,-12.5747,-16.9436,-13.0693,-17.2737,-13.3807,-17.6194,-13.6423,-17.9711,-13.883,-18.3108,-14.1635,-18.8399,-14.5165,-19.1988,-14.7409,-19.7036,-14.6577,-19.5575,-14.1347,-19.3023,-13.8158,-18.8353,-13.3647,-18.5319,-13.0613,-18.2285,-12.7579,-17.9259,-12.452,-17.6228,-12.1474,-17.1435,-11.7686,-16.8136,-11.539,-16.3387,-11.2344,-17.5774,12.8935,-0.715532,190,30434,5.33265,1.14508,12.0575,0,0.176471
151,-15.874,-11.3491,-16.0622,-11.6202,-16.4918,-11.9761,-16.8446,-12.1985,-17.1701,-12.4967,-17.4903,-12.8135,-17.816,-13.1131,-18.3136,-13.5327,-18.6401,-13.8286,-18.9801,-14.103,-19.2804,-14.4128,-19.7162,-14.8556,-15.874,-11.3491,-15.8444,-12.0514,-16.289,-12.4656,-16.6399,-12.7388,-16.9583,-13.0842,-17.2887,-13.3932,-17.6345,-13.653,-18.1529,-14.0424,-18.5015,-14.2922,-18.8432,-14.5643,-19.193,-14.8216,-19.7162,-14.8556,-19.6546,-14.2946,-19.4151,-13.9582,-19.1168,-13.6399,-18.7984,-13.3278,-18.328,-12.8574,-18.0142,-12.5439,-17.7029,-12.2235,-17.3799,-11.9387,-17.0414,-11.6998,-16.5359,-11.4171,-17.7113,13.0205,-0.721436,184,30063,5.22316,1.13808,11.8079,0,0.176471
152,-15.8969,-11.4385,-16.0916,-11.7186,-16.5893,-12.0362,-16.9457,-12.2843,-17.2751,-12.6005,-17.6034,-12.9207,-17.9395,-13.2159,-18.279,-13.4997,-18.6147,-13.7988,-18.9464,-14.0934,-19.2405,-14.4268,-19.7242,-14.8556,-15.8969,-11.4385,-15.9413,-12.1775,-16.4443,-12.5636,-16.7727,-12.8909,-17.0998,-13.2249,-17.4422,-13.5117,-17.7953,-13.7626,-18.1423,-14.0337,-18.4949,-14.2865,-18.832,-14.5894,-19.179,-14.8708,-19.7242,-14.8556,-19.6055,-14.2828,-19.3446,-13.9392,-19.0866,-13.5949,-18.7467,-13.2766,-18.4233,-12.9527,-18.0994,-12.6292,-17.7779,-12.2986,-17.4477,-11.9948,-17.104,-11.7343,-16.5565,-11.4575,-17.7368,13.052,-0.724688,181,29501,5.16357,1.14805,11.7046,0,0.176471
153,-16.0584,-11.5256,-16.2195,-11.7886,-16.6528,-12.1447,-17.0095,-12.3666,-17.337,-12.6583,-17.6547,-12.9805,-17.9781,-13.2857,-18.308,-13.5695,-18.6461,-13.8493,-18.9537,-14.145,-19.2181,-14.4584,-19.5951,-14.9664,-16.0584,-11.5256,-15.9515,-12.2073,-16.4228,-12.6023,-16.759,-12.8555,-17.0687,-13.1931,-17.3875,-13.5032,-17.7217,-13.7648,-18.0632,-14.0011,-18.3951,-14.2699,-18.7348,-14.5124,-19.0523,-14.826,-19.5951,-14.9664,-19.6512,-14.4355,-19.4388,-14.0825,-19.202,-13.7363,-18.8849,-13.4141,-18.5636,-13.093,-18.2423,-12.7723,-17.9236,-12.444,-17.5947,-12.1467,-17.2512,-11.8944,-16.7305,-11.6002,-17.7876,13.1226,-0.726202,177,29215,4.97341,1.13676,11.3088,0,0.176471
154,-16.2342,-11.5042,-16.3099,-11.8084,-16.7466,-12.1596,-17.0875,-12.4102,-17.4067,-12.7274,-17.7243,-13.0513,-18.0503,-13.349,-18.3812,-13.6289,-18.7122,-13.9319,-19.0164,-14.2289,-19.2854,-14.5283,-19.7162,-15,-16.2342,-11.5042,-15.9842,-12.2035,-16.4384,-12.6261,-16.7973,-12.8943,-17.1188,-13.2445,-17.4522,-13.5588,-17.8031,-13.8161,-18.1519,-14.081,-18.4884,-14.385,-18.8415,-14.6353,-19.186,-14.926,-19.7162,-15,-19.6438,-14.4627,-19.4565,-14.1176,-19.2382,-13.7812,-18.9443,-13.4668,-18.6295,-13.1589,-18.3199,-12.8494,-18.0103,-12.5399,-17.7028,-12.2241,-17.3869,-11.9345,-16.8652,-11.6751,-17.8414,13.1679,-0.739101,178,29356,5.00146,1.17393,11.455,0,0.176471
155,-16.2342,-11.5042,-16.312,-11.8031,-16.752,-12.1662,-17.0941,-12.4235,-17.4161,-12.7358,-17.7343,-13.061,-18.0615,-13.3584,-18.3942,-13.636,-18.7219,-13.9511,-19.0226,-14.2598,-19.2907,-14.5643,-19.7162,-15.0321,-16.2342,-11.5042,-15.9928,-12.191,-16.4626,-12.5912,-16.8021,-12.921,-17.13,-13.2558,-17.4649,-13.5694,-17.8172,-13.8261,-18.1661,-14.0942,-18.4944,-14.4275,-18.8443,-14.6926,-19.1973,-14.96,-19.7162,-15.0321,-19.651,-14.4768,-19.4636,-14.1307,-19.2479,-13.7926,-18.9558,-13.4765,-18.6389,-13.1683,-18.3286,-12.858,-18.0201,-12.542,-17.7065,-12.2415,-17.381,-11.9794,-16.8657,-11.6824,-17.8672,13.1986,-0.745482,178,29125,5.0203,1.141,11.455,0,0.176471
156,-15.9229,-11.8128,-16.222,-11.965,-16.7064,-12.1816,-16.9705,-12.3982,-17.43,-12.758,-17.7401,-13.0295,-18.0497,-13.2944,-18.3526,-13.581,-18.6512,-13.8876,-19.085,-14.3276,-19.3304,-14.618,-19.7162,-15.0321,-15.9229,-11.8128,-16.1462,-12.4239,-16.6192,-12.7398,-16.9032,-13.0235,-17.3356,-13.4311,-17.6403,-13.6493,-17.9444,-13.8697,-18.2237,-14.1682,-18.5068,-14.4557,-18.9497,-14.8298,-19.2632,-15.0356,-19.7162,-15.0321,-19.6479,-14.4708,-19.4582,-14.1208,-19.1047,-13.6147,-18.7755,-13.3059,-18.4624,-12.9918,-18.1486,-12.6772,-17.8385,-12.3526,-17.3329,-11.9975,-17.0456,-11.8547,-16.634,-11.6208,-17.8784,13.2243,-0.734642,177,29162,5.02361,1.18997,11.3088,0,0.176471
157,-15.9229,-11.8128,-16.2132,-11.9579,-16.6875,-12.1684,-17.0919,-12.4816,-17.3958,-12.7274,-17.6986,-12.9974,-18.1528,-13.3893,-18.4465,-13.6793,-18.7458,-13.975,-19.0093,-14.2707,-19.4028,-14.6884,-19.7097,-15.1429,-15.9229,-11.8128,-16.1249,-12.4069,-16.5805,-12.7108,-16.9914,-13.1194,-17.2703,-13.3777,-17.5615,-13.596,-17.9995,-13.9193,-18.2665,-14.2131,-18.5402,-14.4871,-18.8239,-14.7304,-19.2725,-15.0355,-19.7097,-15.1429,-19.7485,-14.6139,-19.4697,-14.0934,-19.2218,-13.761,-18.9199,-13.4457,-18.605,-13.1344,-18.1369,-12.6651,-17.8281,-12.3427,-17.4951,-12.0806,-17.0418,-11.8502,-16.6303,-11.6201,-17.8994,13.2422,-0.733858,179,29238,5.10779,1.17578,11.4122,0,0.176471
158,-15.9229,-11.8128,-16.2137,-11.959,-16.6895,-12.1694,-17.0943,-12.4833,-17.399,-12.7285,-17.6958,-13.0191,-17.9921,-13.3039,-18.4478,-13.6936,-18.7538,-13.9704,-19.0131,-14.2825,-19.3979,-14.734,-19.7097,-15.1215,-15.9229,-11.8128,-16.128,-12.4095,-16.5862,-12.7151,-17.0014,-13.1203,-17.2752,-13.4004,-17.5526,-13.6696,-17.8424,-13.8994,-18.2862,-14.2133,-18.5574,-14.5006,-18.8298,-14.7851,-19.2659,-15.1415,-19.7097,-15.1215,-19.7461,-14.6049,-19.464,-14.0863,-19.2169,-13.7544,-18.9137,-13.4403,-18.4441,-12.9735,-18.1328,-12.6608,-17.8245,-12.3393,-17.4919,-12.0786,-17.0404,-11.8487,-16.6289,-11.6199,-17.9113,13.269,-0.741572,183,29535,5.0868,1.19481,11.4122,0,0.176471
159,-15.9435,-11.8128,-16.2494,-11.9383,-16.6964,-12.1682,-17.0196,-12.4146,-17.3293,-12.6871,-17.789,-13.1107,-18.0946,-13.3961,-18.4066,-13.6601,-18.722,-13.9365,-18.9906,-14.2562,-19.3855,-14.7202,-19.7097,-15.1215,-15.9435,-11.8128,-16.1934,-12.4267,-16.6378,-12.7528,-16.9207,-13.0365,-17.2031,-13.3247,-17.6329,-13.7388,-17.9355,-13.9632,-18.2411,-14.1773,-18.5237,-14.4644,-18.8042,-14.7586,-19.2511,-15.1337,-19.7097,-15.1215,-19.7433,-14.5947,-19.4492,-14.0681,-19.1983,-13.7298,-18.8827,-13.4121,-18.5652,-13.0946,-18.249,-12.7734,-17.7653,-12.3207,-17.4268,-12.0707,-17.0807,-11.829,-16.5912,-11.5823,-17.9176,13.2721,-0.745937,182,29486,5.06791,1.15068,11.5584,0,0.176471
160,-16.0932,-11.6914,-16.4118,-11.9687,-16.7219,-12.2022,-17.0629,-12.4364,-17.538,-12.861,-17.8465,-13.1711,-18.1559,-13.4786,-18.4734,-13.7612,-18.7912,-14.0328,-19.195,-14.514,-19.4567,-14.8405,-19.7731,-15.3193,-16.0932,-11.6914,-16.2337,-12.4641,-16.5431,-12.6871,-16.8512,-12.9556,-17.2927,-13.4103,-17.5871,-13.7135,-17.8927,-13.9821,-18.2115,-14.207,-18.5261,-14.446,-18.9626,-14.9156,-19.2616,-15.2063,-19.7731,-15.3193,-19.909,-14.7914,-19.6926,-14.439,-19.3309,-13.9203,-19.0717,-13.5796,-18.7342,-13.2639,-18.413,-12.943,-18.0942,-12.6145,-17.5933,-12.1921,-17.2482,-11.9442,-16.9051,-11.6879,-17.9795,13.3352,-0.756822,189,29893,5.20774,1.12954,11.9541,0,0.176471
161,-16.2682,-11.7021,-16.5646,-12.0285,-16.828,-12.2721,-17.1422,-12.492,-17.6042,-12.9236,-17.905,-13.2286,-18.207,-13.5302,-18.5073,-13.8358,-18.8204,-14.1251,-19.2438,-14.5428,-19.4989,-14.8478,-19.7651,-15.3193,-16.2682,-11.7021,-16.3245,-12.472,-16.6363,-12.7525,-16.9234,-13.0411,-17.3558,-13.4734,-17.644,-13.7616,-17.9309,-14.0537,-18.2196,-14.3405,-18.5215,-14.5859,-18.9831,-14.9245,-19.2711,-15.2152,-19.7651,-15.3193,-19.9506,-14.8069,-19.7776,-14.4514,-19.4051,-13.9466,-19.1022,-13.6273,-18.7835,-13.3129,-18.4679,-12.9973,-18.1526,-12.6813,-17.6739,-12.2113,-17.333,-11.9975,-17.0445,-11.8535,-18.0685,13.4108,-0.767177,188,29932,5.06523,1.13475,11.455,0,0.176471
162,-16.746,-11.6574,-16.6984,-11.9585,-16.9723,-12.3678,-17.3091,-12.6359,-17.6314,-12.9509,-17.9492,-13.2728,-18.2681,-13.5916,-18.5895,-13.9096,-19.0388,-14.397,-19.3172,-14.7303,-19.5961,-15.0479,-19.9496,-15.4958,-16.746,-11.6574,-16.2247,-12.1995,-16.5828,-12.7211,-16.9228,-13.0403,-17.2471,-13.3648,-17.5716,-13.6892,-17.8961,-14.0137,-18.2205,-14.3382,-18.7052,-14.8308,-19.0324,-15.1471,-19.3767,-15.4076,-19.9496,-15.4958,-20.0914,-14.9817,-19.8838,-14.6371,-19.6657,-14.2951,-19.2864,-13.7968,-18.9581,-13.4887,-18.6457,-13.1751,-18.3326,-12.8615,-18.0233,-12.5372,-17.6902,-12.2693,-17.2216,-12.0483,-18.2066,13.5635,-0.785476,193,29899,5.15421,1.21007,11.6012,0,0.176471
